listing_id,date
6983,2017-09-20
6983,2017-09-24
6983,2017-10-03
6983,2017-10-10
6983,2017-10-25
6983,2017-11-01
6983,2017-11-03
6983,2018-04-21
6983,2018-04-23
6983,2018-05-01
6983,2018-05-04
6983,2018-05-14
6983,2018-05-18
6983,2018-05-21
6983,2018-05-24
6983,2018-05-28
6983,2018-05-30
6983,2018-06-02
6983,2018-06-08
6983,2018-06-11
6983,2018-06-28
6983,2018-07-03
6983,2018-07-06
6983,2018-07-09
6983,2018-07-11
6983,2018-07-13
6983,2018-07-22
6983,2018-08-14
6983,2018-08-19
6983,2018-08-24
6983,2018-08-31
6983,2018-09-03
6983,2018-09-10
6983,2018-09-13
6983,2018-09-16
6983,2018-09-18
6983,2018-09-22
6983,2018-09-28
6983,2018-10-13
6983,2018-10-17
6983,2018-10-23
6983,2018-10-27
6983,2018-10-31
6983,2018-11-04
6983,2018-11-09
6983,2018-11-11
6983,2018-11-14
6983,2018-11-18
6983,2018-11-23
6983,2018-12-01
6983,2018-12-08
6983,2018-12-10
6983,2018-12-13
6983,2018-12-15
6983,2018-12-18
6983,2018-12-21
6983,2018-12-29
6983,2019-01-02
6983,2019-01-16
6983,2019-01-25
6983,2019-02-01
6983,2019-07-19
26057,2013-12-02
26057,2013-12-28
26057,2014-01-03
26057,2014-07-13
26057,2014-08-01
26057,2014-08-08
26057,2015-05-24
26057,2015-06-02
26057,2015-06-18
26057,2015-06-29
26057,2015-10-02
26057,2015-11-17
26057,2015-11-29
26057,2015-12-28
26057,2016-01-01
26057,2016-02-06
26057,2016-03-15
26057,2016-04-29
26057,2016-05-20
26057,2016-06-11
26057,2016-12-06
26057,2017-03-20
26057,2017-04-12
26057,2017-04-25
26057,2017-05-08
26057,2017-05-23
26057,2017-06-13
26057,2017-06-18
26057,2017-06-29
26057,2017-07-04
26057,2017-07-29
26057,2017-09-25
26057,2017-09-30
26057,2017-10-27
26057,2018-04-23
26057,2018-04-30
26057,2018-05-13
26057,2018-05-21
26057,2018-06-10
26057,2018-06-17
26057,2018-08-25
26057,2018-09-01
26057,2018-10-04
26057,2019-04-08
26057,2019-05-12
26057,2019-06-02
26057,2019-07-03
26057,2019-08-03
26057,2019-10-11
26057,2019-12-14
29118,2010-06-17
29118,2010-06-29
29118,2010-07-19
29118,2010-07-25
29118,2010-08-01
29118,2010-08-27
29118,2010-08-30
29118,2010-09-03
29118,2010-12-07
29118,2011-02-07
29118,2011-04-05
29118,2011-04-11
29118,2011-04-30
29118,2011-08-05
29118,2011-08-13
29118,2011-09-13
29118,2016-08-24
29118,2018-05-13
29118,2018-06-26
29118,2018-07-02
29118,2019-07-22
29118,2019-08-02
31094,2010-08-16
31094,2011-01-05
31094,2012-06-10
31094,2013-08-24
31094,2013-08-26
31094,2013-09-16
31094,2015-10-11
31094,2016-06-19
31094,2016-06-24
31094,2016-06-26
31094,2016-06-30
31094,2017-08-11
31094,2017-08-13
31094,2017-08-18
31094,2017-08-20
31094,2017-08-23
31094,2017-08-25
32379,2010-08-23
32379,2010-08-29
32379,2011-06-20
32379,2011-07-02
32379,2012-06-12
32379,2012-07-10
32379,2012-08-10
32379,2012-08-16
32379,2012-08-21
32379,2013-02-11
32379,2013-02-16
32379,2013-02-19
32379,2013-02-26
32379,2013-03-29
32379,2013-04-04
32379,2013-05-02
32379,2013-05-13
32379,2013-07-06
32379,2013-07-23
32379,2013-07-27
32379,2013-08-17
32379,2013-11-11
32379,2013-12-10
32379,2014-01-01
32379,2014-01-06
32379,2014-02-09
32379,2014-03-17
32379,2014-04-22
32379,2014-04-28
32379,2014-05-05
32379,2014-05-12
32379,2014-06-02
32379,2014-06-17
32379,2014-06-23
32379,2014-08-13
32379,2014-09-21
32379,2014-10-25
32379,2015-02-01
32379,2015-05-12
32379,2015-07-05
32379,2015-07-16
32379,2015-08-02
32379,2015-08-07
32379,2015-08-09
32379,2015-08-23
32379,2015-08-31
32379,2015-09-21
32379,2016-02-06
32379,2016-04-06
32379,2016-06-12
32379,2016-07-31
32379,2016-09-13
32379,2016-10-03
32379,2016-10-22
32379,2017-04-16
32379,2017-04-22
32379,2017-07-08
32379,2017-08-22
32379,2017-09-03
32379,2017-09-08
32379,2018-04-06
32379,2018-04-26
32379,2018-05-14
32379,2018-05-21
32379,2018-05-25
32379,2018-08-08
32379,2018-08-16
32379,2018-08-20
32379,2018-09-02
32379,2018-09-06
32379,2019-05-20
32379,2019-06-03
32379,2019-08-17
32841,2010-07-25
32841,2011-07-09
32841,2011-08-04
32841,2011-08-22
32841,2012-05-08
32841,2015-08-18
32841,2016-09-15
37159,2010-08-11
37159,2010-08-30
37159,2011-07-05
37159,2016-06-04
37159,2016-09-07
37159,2016-09-12
37159,2016-10-11
37159,2017-04-20
37159,2017-05-01
37159,2017-05-27
37159,2017-08-22
60048,2010-12-06
60048,2011-01-04
60048,2011-02-22
60048,2011-04-19
60048,2011-05-21
60048,2011-06-22
60048,2011-07-03
60048,2011-09-20
60048,2011-11-14
60048,2011-11-29
60048,2012-01-31
60048,2012-04-04
60048,2012-04-06
60048,2012-05-08
60048,2012-05-12
60048,2012-05-15
60048,2012-05-20
60048,2012-05-22
60048,2012-06-01
60048,2012-06-12
60048,2012-06-26
60048,2012-07-16
60048,2012-07-23
60048,2012-08-16
60048,2012-08-18
60048,2012-12-08
60048,2012-12-09
60048,2012-12-17
60048,2013-01-26
60048,2013-01-31
60048,2013-02-26
60048,2013-03-04
60048,2013-03-06
60048,2013-03-11
60048,2013-03-18
60048,2013-04-03
60048,2013-04-12
60048,2013-04-12
60048,2013-04-12
60048,2013-04-17
60048,2013-05-09
60048,2014-06-09
60048,2015-09-04
60048,2016-05-27
60048,2016-05-30
60048,2016-06-08
60048,2016-08-14
60048,2016-08-23
60048,2016-09-09
60048,2016-09-11
60048,2017-05-28
60048,2017-06-12
60048,2017-08-27
60048,2017-09-02
60048,2017-09-17
60048,2018-08-10
60048,2018-08-24
60048,2018-08-28
60048,2018-09-08
60048,2018-09-21
60048,2019-04-11
60048,2019-05-12
60048,2019-05-19
60048,2019-05-21
60048,2019-05-26
60048,2019-06-23
60048,2019-08-20
65902,2011-05-10
65902,2011-05-25
65902,2011-06-05
65902,2011-06-06
65902,2011-06-14
65902,2011-06-22
65902,2011-07-03
65902,2011-07-11
65902,2011-07-31
65902,2011-08-23
65902,2011-09-06
65902,2011-09-11
65902,2011-10-06
65902,2011-10-18
65902,2011-11-07
65902,2012-03-03
65902,2012-05-21
65902,2012-05-31
65902,2012-06-05
65902,2012-07-10
65902,2012-07-23
65902,2012-08-30
65902,2013-08-30
65902,2013-09-05
65902,2013-09-24
65902,2013-10-07
65902,2013-10-28
65902,2013-11-05
65902,2013-11-12
65902,2014-04-01
65902,2014-04-22
65902,2014-05-05
65902,2014-05-12
65902,2014-05-21
65902,2014-05-27
65902,2014-06-02
65902,2014-06-30
65902,2014-08-10
65902,2016-08-12
65902,2016-08-15
65902,2016-08-21
65902,2016-09-04
65902,2016-09-12
65902,2016-10-09
65902,2017-01-01
65902,2017-03-12
65902,2017-05-16
65902,2017-05-28
65902,2017-06-04
65902,2017-06-11
65902,2017-06-18
65902,2017-06-20
65902,2017-06-29
65902,2017-08-13
65902,2017-08-30
65902,2017-09-04
65902,2017-09-10
65902,2017-10-06
65902,2018-01-02
65902,2018-04-17
65902,2018-04-30
65902,2018-06-14
65902,2018-06-24
65902,2018-07-02
65902,2018-08-14
65902,2018-08-25
65902,2018-09-03
65902,2018-09-11
65902,2018-09-17
65902,2018-10-07
65902,2018-11-03
65902,2018-12-01
65902,2019-05-06
65902,2019-05-12
65902,2019-05-18
65902,2019-05-26
65902,2019-06-01
65902,2019-06-04
65902,2019-06-09
65902,2019-07-14
65902,2019-07-21
65902,2019-07-24
65902,2019-08-25
65902,2019-08-29
65902,2019-09-02
65902,2019-09-04
65902,2019-09-16
65902,2019-09-22
65902,2019-09-29
65902,2019-12-01
65902,2019-12-09
65902,2020-01-01
69440,2011-02-28
69440,2011-03-09
69440,2011-04-11
69440,2011-04-15
69440,2011-05-12
69440,2011-05-15
69440,2011-05-17
69440,2011-06-14
69440,2011-06-23
69440,2011-07-04
69440,2011-07-16
69440,2011-07-27
69440,2011-08-01
69440,2011-08-07
69440,2011-09-02
69440,2011-09-08
69440,2011-10-03
69440,2011-11-01
69440,2012-03-06
69440,2012-03-24
69440,2012-04-17
69440,2012-06-13
69440,2012-06-24
69440,2012-08-31
69440,2012-09-26
69440,2012-10-06
69440,2014-01-09
69440,2017-09-07
69440,2017-09-12
69440,2017-09-18
69440,2017-09-26
69440,2017-10-22
69440,2017-10-28
69440,2017-11-15
69440,2017-11-19
69440,2017-11-29
69440,2017-12-09
69440,2018-03-05
69440,2018-03-17
69440,2018-04-15
69440,2018-05-03
69440,2018-05-14
69440,2018-05-21
69440,2018-05-30
69440,2018-06-18
69440,2019-06-01
69440,2020-12-12
78381,2011-05-26
78381,2011-09-22
78381,2011-09-26
78381,2015-05-05
78381,2015-05-12
78381,2015-05-19
78381,2015-05-26
78381,2015-06-01
78381,2015-06-14
78381,2015-06-30
78381,2015-09-11
78381,2015-09-14
78381,2015-09-26
78381,2015-10-01
78381,2016-01-03
78381,2016-04-17
78381,2016-04-26
78381,2016-05-11
78381,2016-05-20
78381,2016-05-29
78381,2016-06-02
78381,2016-06-19
78381,2016-06-22
78381,2016-06-27
78381,2016-07-01
78381,2016-07-26
78381,2016-07-30
78381,2016-08-08
78381,2016-08-16
78381,2016-08-21
78381,2016-08-26
78381,2016-09-01
78381,2016-09-06
78381,2016-09-09
78381,2016-09-14
78381,2016-09-17
78381,2016-10-10
78381,2016-10-30
78381,2016-12-05
78381,2016-12-21
78381,2017-01-03
78381,2017-02-19
78381,2017-03-28
78381,2017-04-25
78381,2017-04-30
78381,2017-05-06
78381,2017-05-15
78381,2017-05-22
78381,2017-05-26
78381,2017-05-30
78381,2017-06-04
78381,2017-06-11
78381,2017-06-18
78381,2017-06-22
78381,2017-06-26
78381,2017-06-30
78381,2017-08-28
78381,2017-09-01
78381,2017-09-05
78381,2017-09-17
78381,2018-05-01
78381,2018-05-15
78381,2018-05-20
78381,2018-05-24
78381,2018-05-28
78381,2018-06-05
78381,2018-06-11
78381,2018-06-24
78381,2018-08-02
78381,2018-08-06
78381,2018-08-10
78381,2018-08-13
78381,2018-08-17
78381,2018-08-24
78381,2018-08-27
78381,2018-09-01
78381,2018-09-04
78381,2018-09-11
78381,2018-09-16
78381,2018-09-22
78381,2018-09-30
78381,2018-10-16
78381,2018-11-19
78381,2018-12-22
78381,2019-01-02
78381,2019-04-26
78381,2019-05-12
78381,2019-05-23
78381,2019-05-30
78381,2019-06-18
78381,2019-06-26
78381,2019-07-05
78381,2019-07-22
78381,2019-08-13
78381,2019-08-24
78381,2019-08-29
78381,2019-09-03
78381,2019-09-11
78381,2019-09-16
78381,2019-09-21
78381,2019-11-02
78381,2019-12-14
112292,2011-08-01
112292,2012-07-22
112292,2012-08-18
112292,2013-07-07
112292,2013-07-21
112292,2014-08-14
112292,2015-01-03
112292,2015-07-12
112292,2015-07-21
112292,2015-08-07
112292,2016-07-07
112292,2016-07-16
112292,2016-07-23
112292,2016-07-31
112292,2016-08-09
112292,2017-01-02
112292,2017-04-18
112292,2017-06-06
112292,2017-07-10
112292,2017-07-16
112292,2017-08-02
112292,2017-09-02
112292,2017-10-20
112292,2018-03-15
112292,2018-07-15
112292,2018-07-23
112292,2019-04-21
112292,2019-07-14
112292,2019-07-31
112292,2019-08-07
118649,2011-06-20
118649,2011-08-22
118649,2011-11-28
118649,2012-05-29
118649,2012-07-30
118649,2015-04-20
118649,2015-08-23
118649,2017-02-05
118649,2017-02-18
118649,2017-04-19
118649,2017-05-07
118649,2017-05-28
118649,2017-06-05
118649,2017-07-09
118649,2017-07-15
118649,2017-07-23
118649,2017-08-12
118649,2017-08-14
118649,2017-08-27
118649,2018-02-04
118649,2018-02-17
118649,2018-04-02
118649,2018-04-22
118649,2018-05-11
118649,2018-05-13
118649,2018-05-21
118649,2018-07-08
118649,2018-07-29
118649,2018-07-31
118649,2018-08-04
118649,2018-12-26
118649,2019-01-01
118649,2019-02-10
118649,2019-02-17
118649,2019-07-06
118649,2019-07-21
118649,2019-07-23
118649,2019-07-26
118649,2019-10-13
118649,2019-10-20
118649,2019-12-30
118971,2011-07-28
118971,2011-08-10
118971,2011-08-30
118971,2011-09-06
118971,2012-01-02
118971,2012-01-06
118971,2012-08-12
118971,2012-08-27
118971,2016-09-02
118971,2016-09-12
118971,2016-09-29
118971,2017-07-28
118971,2017-09-04
118971,2017-10-03
118971,2018-03-14
118971,2018-04-01
118971,2018-04-29
118971,2018-06-22
118971,2018-08-08
118971,2018-09-02
118971,2019-01-04
118971,2019-05-12
118971,2019-07-03
118971,2019-09-10
119322,2011-06-07
119322,2011-07-21
119322,2013-05-13
119322,2013-07-11
119322,2013-07-25
119322,2015-08-08
119322,2016-09-11
119322,2018-08-08
119322,2018-08-26
119322,2018-10-28
119322,2019-05-19
119322,2019-06-02
119322,2019-06-17
119322,2019-11-25
130130,2011-08-28
130130,2011-09-25
130130,2011-11-22
130130,2012-05-14
130130,2012-07-18
130130,2012-07-22
130130,2013-03-11
130130,2015-07-19
130130,2015-07-22
130130,2015-07-25
130130,2016-03-15
130130,2016-03-20
130130,2016-03-24
130130,2016-03-29
130130,2016-07-24
130130,2016-07-30
130130,2017-07-15
130130,2017-07-30
130130,2017-10-17
130130,2018-04-02
130130,2018-05-13
130130,2018-05-21
130130,2018-05-27
130130,2018-06-03
130130,2018-06-17
130130,2018-06-20
130130,2018-07-08
130130,2018-07-19
130130,2018-07-26
130130,2018-08-08
130130,2018-08-09
130130,2018-08-12
130130,2018-08-26
130130,2018-10-09
130130,2018-10-17
130130,2018-11-12
130130,2018-12-31
130130,2019-02-18
130130,2019-07-22
130130,2019-07-25
130130,2019-07-28
130130,2019-08-05
130130,2019-08-11
130130,2019-10-17
130130,2019-10-20
130130,2019-10-28
130130,2020-01-01
142599,2011-06-18
142599,2011-06-29
142599,2011-07-27
142599,2011-08-05
142599,2011-08-09
142599,2011-08-12
142599,2011-08-15
142599,2011-08-27
142599,2011-08-29
142599,2011-09-03
142599,2011-09-13
142599,2011-09-20
142599,2011-09-27
142599,2011-09-30
142599,2011-10-05
142599,2011-11-05
142599,2011-11-08
142599,2011-11-21
142599,2011-12-05
142599,2011-12-21
142599,2012-01-28
142599,2012-02-06
142599,2012-02-13
142599,2012-03-19
142599,2012-04-23
142599,2012-04-30
142599,2012-05-02
142599,2012-05-18
142599,2012-05-23
142599,2012-05-25
142599,2012-06-05
142599,2012-06-12
142599,2012-06-14
142599,2012-06-21
142599,2012-06-23
142599,2012-06-26
142599,2012-06-29
142599,2012-07-09
142599,2012-08-12
142599,2012-08-25
142599,2012-08-27
142599,2012-09-04
142599,2012-09-14
142599,2012-09-18
142599,2012-09-30
142599,2013-01-03
142599,2013-07-07
142599,2013-07-23
142599,2013-08-07
142599,2013-08-11
142599,2013-08-19
142599,2014-07-24
142599,2014-08-03
142599,2016-02-28
142599,2016-04-02
142599,2016-06-26
142599,2016-07-14
142599,2016-07-19
142599,2016-07-21
142599,2016-07-25
142599,2016-07-28
142599,2016-08-01
142599,2016-08-04
142599,2016-08-10
142599,2016-08-12
142599,2016-08-18
142599,2016-08-24
142599,2016-08-31
142599,2016-09-02
142599,2016-09-06
142599,2016-09-11
142599,2016-09-16
142599,2016-09-18
142599,2016-09-22
142599,2018-02-14
142599,2018-02-26
142599,2019-04-09
142599,2019-04-14
142599,2019-04-18
142599,2019-04-22
142599,2019-04-27
142599,2019-04-29
142599,2019-05-12
142599,2019-05-19
142599,2019-05-26
142599,2019-06-02
142599,2019-06-09
142599,2019-06-11
142599,2019-06-21
142599,2019-06-23
142599,2019-06-28
142599,2019-07-06
142599,2019-07-13
142599,2019-07-23
142599,2019-08-11
143230,2012-05-21
143230,2012-05-30
143230,2012-07-13
143230,2013-04-21
143230,2013-07-08
143230,2013-08-24
143230,2013-10-21
143230,2013-12-02
143230,2014-01-05
143230,2014-04-20
143230,2014-05-05
143230,2014-05-19
143230,2014-06-16
143230,2014-06-29
143230,2014-07-28
143230,2014-08-11
143230,2014-10-19
143230,2014-12-31
143230,2015-05-03
143230,2015-05-24
143230,2015-06-14
143230,2015-06-28
143230,2015-07-04
143230,2015-07-08
143230,2015-07-22
143230,2015-07-28
143230,2015-08-24
143230,2015-10-06
143230,2016-01-01
143230,2016-02-22
143230,2016-02-28
143230,2016-03-08
143230,2016-03-31
143230,2016-04-05
143230,2016-04-17
143230,2016-05-01
143230,2016-07-06
143230,2016-07-12
143230,2016-07-31
143230,2016-08-25
143230,2016-09-11
143230,2016-12-31
143230,2017-03-01
143230,2017-03-26
143230,2017-05-14
143230,2017-05-22
143230,2017-06-04
143230,2017-06-20
143230,2017-07-13
143230,2017-07-30
143230,2017-08-13
143230,2017-09-19
143230,2017-11-26
143230,2017-12-11
143230,2018-01-01
143230,2018-03-19
143230,2018-05-27
143230,2018-06-03
143230,2018-06-17
143230,2018-06-30
143230,2018-07-09
143230,2018-07-20
143230,2018-07-26
143230,2018-09-23
143230,2018-09-30
143230,2018-11-26
143230,2018-12-16
143230,2019-01-02
143230,2019-03-10
143230,2019-04-21
143230,2019-05-12
143230,2019-05-27
143230,2019-06-10
143230,2019-06-23
143230,2019-07-01
143230,2019-07-19
143230,2019-07-23
143230,2019-08-10
143230,2019-08-19
143230,2019-10-18
143230,2019-11-18
143230,2019-12-02
154529,2018-06-19
154529,2018-06-24
154529,2019-04-18
154529,2019-04-24
154529,2019-05-15
154529,2019-06-28
154529,2019-07-14
154529,2019-08-08
154529,2019-08-12
154529,2020-02-09
155068,2011-08-15
155068,2012-04-15
155068,2012-04-25
155068,2012-05-08
155068,2012-05-23
155068,2012-05-24
155068,2012-06-03
155068,2012-06-09
155068,2012-06-22
155068,2012-06-29
155068,2012-07-15
155068,2012-07-23
155068,2012-07-28
155068,2012-07-28
155068,2012-09-05
155068,2012-09-11
155068,2012-10-21
155068,2013-08-02
155068,2013-08-16
155068,2013-12-24
155068,2014-01-03
155068,2014-02-01
155068,2014-02-25
155068,2014-04-19
155068,2014-05-02
155068,2014-05-05
155068,2014-05-08
155068,2014-06-14
155068,2014-07-17
155068,2014-12-19
155068,2015-02-20
155068,2016-09-05
155068,2016-12-31
155068,2018-05-25
155068,2018-05-29
155068,2018-06-10
155068,2018-08-28
155068,2018-09-01
155068,2019-01-03
155068,2019-06-07
155068,2019-06-23
155068,2019-06-28
155068,2020-01-03
157093,2014-06-03
157093,2014-06-05
157093,2014-07-22
157093,2014-07-26
157093,2014-08-12
157093,2015-08-19
157093,2015-09-02
157093,2015-09-30
157093,2015-10-06
157093,2016-01-03
157093,2016-06-18
157093,2016-08-25
157093,2016-10-04
157093,2016-10-07
157093,2016-10-31
157093,2016-11-13
157093,2017-05-27
157093,2017-07-28
157093,2017-08-05
157093,2017-08-21
157093,2017-09-05
157093,2017-10-31
157093,2018-01-28
157093,2018-03-27
157093,2018-04-01
157093,2018-05-22
157093,2018-07-03
157093,2018-07-31
157093,2018-08-21
157093,2018-12-02
157093,2019-04-28
157093,2019-06-17
157093,2019-08-11
157093,2019-08-25
157093,2019-09-09
157093,2020-01-01
158241,2016-07-24
158241,2016-08-09
158241,2016-08-14
158241,2016-08-31
158241,2016-09-14
158241,2016-09-23
158241,2016-09-28
158241,2016-10-08
158241,2016-10-15
158241,2017-01-02
158241,2017-02-27
158241,2017-03-10
158241,2017-03-13
158241,2017-05-02
158241,2017-05-06
158241,2017-05-20
158241,2017-05-28
158241,2017-06-19
158241,2017-08-25
158241,2017-09-01
158241,2017-09-22
158241,2017-10-03
158241,2018-07-21
158241,2018-08-19
158241,2018-09-07
158241,2018-09-17
158241,2018-10-14
158241,2018-10-29
158241,2018-11-06
158241,2018-12-16
158241,2019-03-14
158241,2019-03-25
158241,2019-04-05
158241,2019-07-21
158241,2019-08-09
158241,2019-08-14
158241,2019-08-21
158241,2019-08-30
158241,2019-09-09
158241,2019-09-21
158241,2019-10-03
158241,2019-10-12
158241,2019-10-15
158241,2019-10-25
158241,2019-12-21
158241,2020-08-30
161208,2011-08-20
161208,2011-08-22
161208,2011-08-31
161208,2012-06-13
161208,2012-06-19
161208,2012-08-09
161208,2012-08-27
161208,2012-09-04
161208,2012-09-14
161208,2012-09-17
161208,2012-09-26
161208,2012-10-29
161208,2012-11-13
161208,2012-11-16
161208,2012-11-20
161208,2012-11-27
161208,2012-12-11
161208,2013-01-11
161208,2013-06-25
161208,2013-08-09
161208,2013-08-12
161208,2013-08-27
161208,2013-09-08
161208,2013-10-08
161208,2013-12-10
161208,2014-01-07
161208,2014-01-20
161208,2014-02-26
161208,2014-03-11
161208,2014-05-12
161208,2014-06-11
161208,2014-06-20
161208,2014-07-01
161208,2014-07-17
161208,2014-08-28
161208,2014-08-31
161208,2014-09-29
161208,2014-10-05
161208,2014-10-15
161208,2014-10-19
161208,2014-10-26
161208,2014-11-02
161208,2015-01-11
161208,2015-02-08
161208,2015-03-02
161208,2015-05-19
161208,2015-05-25
161208,2015-06-16
161208,2015-08-12
161208,2015-09-16
161208,2015-10-08
161208,2015-10-22
161208,2015-11-02
161208,2016-04-24
161208,2016-05-16
161208,2016-06-03
161208,2016-06-27
161208,2016-07-05
161208,2016-09-20
161208,2016-10-07
161208,2016-10-20
161208,2016-11-12
161208,2017-01-06
161208,2017-04-16
161208,2017-04-26
161208,2017-05-02
161208,2017-08-12
161208,2017-09-10
161208,2017-09-26
161208,2017-11-05
161208,2017-11-27
161208,2018-01-07
161208,2018-01-26
161208,2018-02-17
161208,2018-04-01
161208,2018-04-13
161208,2018-04-29
161208,2018-05-13
161208,2018-06-17
161208,2018-08-06
161208,2018-09-10
161208,2018-09-21
161208,2018-11-12
161208,2018-12-11
161208,2019-02-05
161208,2019-02-10
161208,2019-03-09
161208,2019-04-22
161208,2019-05-04
161208,2019-05-12
161208,2019-05-20
161208,2019-06-23
161208,2019-07-24
161208,2019-08-09
161208,2019-08-17
161208,2019-09-11
161208,2020-01-14
161208,2020-08-05
161208,2020-09-02
171546,2014-05-05
171546,2014-06-09
171546,2014-07-28
171546,2014-08-16
171546,2014-09-15
171546,2014-09-25
171546,2014-10-22
171546,2014-11-18
171546,2014-12-01
171546,2014-12-22
171546,2015-03-16
171546,2015-03-23
171546,2015-05-19
171546,2015-06-02
171546,2015-06-19
171546,2017-05-28
171546,2017-06-04
171546,2017-06-29
171546,2017-08-26
171546,2017-09-03
171546,2017-09-11
171546,2017-09-18
171546,2017-09-30
171546,2017-11-17
171546,2018-05-31
171546,2018-06-12
171546,2018-06-18
171546,2018-06-24
171546,2018-06-29
171546,2018-07-20
171546,2018-08-11
171546,2018-08-27
171546,2018-09-05
171546,2018-09-11
171546,2018-11-18
171546,2018-12-03
171546,2018-12-12
171546,2019-03-26
171546,2019-05-07
171546,2019-05-14
171546,2019-05-21
171546,2019-05-28
171546,2019-06-06
171546,2019-06-25
171546,2019-07-12
171546,2019-08-19
171546,2019-08-30
171546,2019-09-13
171546,2019-11-04
171546,2019-11-12
171546,2019-11-30
171546,2019-12-22
171546,2020-01-22
171546,2020-02-02
171546,2020-03-02
173032,2015-07-20
175283,2020-09-27
176963,2011-08-22
176963,2011-08-25
176963,2011-08-30
176963,2011-09-05
176963,2011-09-15
176963,2011-10-01
176963,2011-11-14
176963,2011-11-21
176963,2011-12-01
176963,2011-12-22
176963,2012-01-02
176963,2012-01-22
176963,2012-02-02
176963,2012-02-06
176963,2012-02-19
176963,2012-03-17
176963,2012-04-30
176963,2012-07-06
176963,2012-08-25
176963,2012-09-10
176963,2012-09-24
176963,2012-10-17
176963,2012-10-30
176963,2012-11-05
176963,2012-12-03
176963,2013-07-02
176963,2013-08-12
176963,2013-08-19
176963,2016-02-25
176963,2016-02-28
176963,2016-03-13
176963,2016-03-23
176963,2016-03-28
176963,2016-04-01
176963,2016-04-11
176963,2016-04-15
176963,2016-04-18
176963,2016-04-22
176963,2016-04-24
176963,2016-04-28
176963,2016-05-01
176963,2016-05-05
176963,2016-05-08
176963,2016-05-18
176963,2016-05-22
176963,2016-05-26
176963,2016-05-27
176963,2016-06-03
176963,2016-06-06
176963,2016-06-10
176963,2016-06-12
176963,2016-06-19
176963,2016-06-23
176963,2016-06-23
176963,2016-06-30
176963,2016-07-03
176963,2016-07-10
176963,2016-07-19
176963,2016-07-25
176963,2016-07-29
176963,2016-08-03
176963,2016-08-08
176963,2016-08-14
176963,2016-08-30
176963,2016-09-02
176963,2016-09-04
176963,2016-09-08
176963,2016-09-15
176963,2016-09-16
176963,2016-09-18
176963,2016-09-24
176963,2016-09-26
176963,2016-10-03
176963,2016-10-07
176963,2016-10-11
176963,2016-10-15
176963,2016-10-23
176963,2016-10-31
176963,2016-11-05
176963,2016-11-09
176963,2016-11-19
176963,2016-11-20
176963,2016-11-24
176963,2016-12-03
176963,2016-12-06
176963,2016-12-10
176963,2016-12-12
176963,2017-01-02
176963,2017-01-07
176963,2017-01-16
176963,2017-01-20
176963,2017-01-24
176963,2017-01-25
176963,2017-01-30
176963,2017-02-17
176963,2017-02-21
176963,2017-02-27
176963,2017-03-10
176963,2017-03-12
176963,2017-03-17
176963,2017-03-26
176963,2017-03-29
176963,2017-03-31
176963,2017-04-02
176963,2017-04-07
176963,2017-04-09
176963,2017-05-02
176963,2017-05-07
176963,2017-05-09
176963,2017-05-11
176963,2017-05-23
176963,2017-05-26
176963,2017-05-29
176963,2017-06-05
176963,2017-06-08
176963,2017-06-11
176963,2017-06-13
176963,2017-06-15
